(('3', '3', '3'), 24381)
(('3', '6', '102'), 32)
(('196', '196', '85'), 32)
(('33', '33', '78'), 32)
(('85', '196', '196'), 32)
(('3', '6', '140'), 32)
(('3', '4', '13'), 31)
(('196', '85', '196'), 31)
(('3', '54', '140'), 31)
(('45', '175', '5'), 31)
(('85', '85', '195'), 31)
(('125', '192', '125'), 31)
(('6', '175', '175'), 31)
(('174', '3', '6'), 31)
(('6', '5', '54'), 31)
(('195', '192', '6'), 31)
(('6', '33', '192'), 31)
(('175', '3', '4'), 31)
(('114', '5', '221'), 31)
(('221', '140', '4'), 31)
(('7', '7', '119'), 31)
(('197', '192', '197'), 31)
(('221', '168', '168'), 31)
(('195', '3', '175'), 31)
(('6', '5', '33'), 31)
(('125', '125', '192'), 31)
(('125', '5', '5'), 31)
(('192', '6', '195'), 31)
(('63', '63', '6'), 31)
(('7', '142', '142'), 31)
(('6', '33', '3'), 31)
(('242', '240', '240'), 31)
(('168', '168', '240'), 31)
(('221', '221', '201'), 31)
(('197', '221', '3'), 31)
(('33', '192', '192'), 31)
(('192', '195', '5'), 31)
(('33', '78', '33'), 30)
(('3', '6', '197'), 30)
(('45', '5', '5'), 30)
(('120', '6', '114'), 30)
(('265', '3', '168'), 30)
(('240', '240', '3'), 30)
(('3', '221', '3'), 30)
(('174', '6', '3'), 30)
(('6', '78', '5'), 30)
(('6', '91', '102'), 30)
(('168', '4', '265'), 30)
(('45', '175', '45'), 30)
(('63', '6', '3'), 30)
(('3', '197', '45'), 30)
(('91', '5', '6'), 30)
(('221', '102', '78'), 30)
(('5', '6', '125'), 30)
(('195', '5', '140'), 30)
(('4', '6', '4'), 30)
(('221', '63', '120'), 30)
(('78', '5', '5'), 29)
(('125', '125', '45'), 29)
(('3', '3', '146'), 29)
(('192', '3', '5'), 29)
(('78', '102', '221'), 29)
(('196', '196', '19'), 29)
(('6', '197', '3'), 29)
(('5', '221', '141'), 29)
(('4', '331', '4'), 29)
(('6', '125', '91'), 29)
(('197', '221', '221'), 29)
(('265', '4', '240'), 29)
(('240', '168', '102'), 29)
(('63', '195', '195'), 29)
(('4', '13', '142'), 29)
(('6', '11', '11'), 29)
(('6', '125', '5'), 29)
(('4', '4', '195'), 29)
(('45', '195', '5'), 29)
(('4', '240', '78'), 29)
(('5', '175', '5'), 29)
(('114', '63', '120'), 29)
(('331', '265', '265'), 29)
(('175', '195', '3'), 29)
(('5', '42', '120'), 29)
(('240', '168', '240'), 29)
(('175', '3', '7'), 29)
(('168', '146', '45'), 29)
(('197', '85', '85'), 29)
(('195', '220', '6'), 29)
(('240', '221', '221'), 29)
(('221', '201', '102'), 28)
(('7', '7', '7'), 28)
(('6', '125', '195'), 28)
(('195', '195', '192'), 28)
(('5', '195', '91'), 28)
(('195', '120', '6'), 28)
(('78', '78', '33'), 28)
(('3', '3', '120'), 28)
(('33', '195', '201'), 28)
(('192', '195', '6'), 28)
(('265', '168', '54'), 28)
(('6', '3', '140'), 28)
(('42', '175', '175'), 28)
(('195', '78', '175'), 28)
(('199', '102', '102'), 28)
(('63', '221', '6'), 28)
(('168', '5', '197'), 28)
(('265', '3', '102'), 28)
(('6', '6', '175'), 28)
(('195', '196', '78'), 28)
(('221', '33', '33'), 28)
(('195', '91', '5'), 28)
(('174', '6', '5'), 28)
(('6', '6', '63'), 28)
(('4', '13', '195'), 28)
(('6', '78', '102'), 28)
(('122', '174', '45'), 28)
(('33', '5', '195'), 28)
(('175', '6', '3'), 28)
(('5', '5', '221'), 28)
(('33', '5', '140'), 28)
(('195', '42', '54'), 28)
(('175', '120', '3'), 28)
(('91', '192', '195'), 28)
(('174', '57', '175'), 27)
(('146', '168', '265'), 27)
(('54', '175', '6'), 27)
(('197', '6', '91'), 27)
(('221', '168', '240'), 27)
(('5', '54', '54'), 27)
(('57', '175', '54'), 27)
(('197', '192', '5'), 27)
(('197', '221', '143'), 27)
(('174', '174', '57'), 27)
(('140', '3', '45'), 27)
(('3', '102', '265'), 27)
(('6', '6', '4'), 27)
(('220', '5', '197'), 27)
(('240', '168', '3'), 27)
(('3', '221', '221'), 27)
(('5', '125', '125'), 27)
(('197', '6', '5'), 27)
(('141', '6', '195'), 27)
(('45', '221', '221'), 27)
(('195', '120', '175'), 27)
(('195', '5', '91'), 27)
(('174', '174', '54'), 27)
(('6', '5', '41'), 27)
(('5', '197', '45'), 27)
(('33', '6', '6'), 27)
(('192', '197', '140'), 27)
(('3', '7', '3'), 27)
(('7', '42', '120'), 27)
(('120', '114', '42'), 26)
(('195', '5', '45'), 26)
(('221', '63', '221'), 26)
(('102', '255', '255'), 26)
(('6', '195', '42'), 26)
(('308', '308', '3'), 26)
(('5', '41', '41'), 26)
(('6', '63', '63'), 26)
(('4', '5', '220'), 26)
(('309', '265', '3'), 26)
(('102', '6', '240'), 26)
(('220', '5', '195'), 26)
(('5', '192', '125'), 26)
(('175', '195', '195'), 26)
(('3', '120', '114'), 26)
(('7', '7', '175'), 26)
(('196', '33', '33'), 26)
(('6', '331', '4'), 26)
(('6', '45', '3'), 26)
(('6', '42', '42'), 26)
(('5', '197', '4'), 26)
(('175', '140', '120'), 26)
(('168', '3', '146'), 26)
(('6', '195', '197'), 26)
(('5', '6', '33'), 26)
(('45', '192', '5'), 26)
(('192', '91', '91'), 26)
(('255', '265', '6'), 26)
(('6', '6', '197'), 26)
(('195', '140', '195'), 26)
(('3', '3', '221'), 26)
(('331', '120', '6'), 26)
(('174', '174', '5'), 26)
(('197', '220', '5'), 25)
(('221', '3', '195'), 25)
(('140', '120', '175'), 25)
(('174', '142', '142'), 25)
(('240', '5', '5'), 25)
(('221', '265', '140'), 25)
(('5', '221', '45'), 25)
(('125', '195', '5'), 25)
(('140', '4', '221'), 25)
(('102', '168', '78'), 25)
(('6', '142', '7'), 25)
(('197', '195', '5'), 25)
(('240', '3', '6'), 25)
(('4', '120', '6'), 25)
(('6', '192', '5'), 25)
(('240', '240', '195'), 25)
(('195', '195', '174'), 25)
(('54', '197', '192'), 25)
(('3', '175', '120'), 25)
(('195', '240', '240'), 25)
(('91', '4', '4'), 25)
(('196', '3', '3'), 25)
(('175', '175', '78'), 25)
(('268', '5', '197'), 25)
(('142', '78', '175'), 25)
(('3', '140', '195'), 25)
(('240', '6', '240'), 25)
(('78', '102', '78'), 25)
(('4', '265', '168'), 25)
(('4', '197', '192'), 25)
(('175', '78', '142'), 25)
(('63', '6', '120'), 25)
(('6', '195', '91'), 25)
(('45', '91', '5'), 25)
(('196', '5', '3'), 25)
(('221', '221', '66'), 24)
(('195', '78', '78'), 24)
(('192', '5', '6'), 24)
(('192', '6', '78'), 24)
(('240', '33', '195'), 24)
(('6', '6', '54'), 24)
(('38', '6', '6'), 24)
(('6', '54', '3'), 24)
(('175', '174', '142'), 24)
(('13', '195', '174'), 24)
(('221', '63', '4'), 24)
(('6', '201', '199'), 24)
(('78', '4', '240'), 24)
(('91', '102', '102'), 24)
(('196', '195', '85'), 24)
(('7', '308', '308'), 24)
(('309', '265', '102'), 24)
(('78', '3', '78'), 24)
(('6', '6', '142'), 24)
(('120', '175', '120'), 24)
(('140', '197', '3'), 24)
(('175', '195', '120'), 24)
(('78', '33', '195'), 24)
(('168', '6', '6'), 24)
(('192', '5', '5'), 24)
(('255', '255', '255'), 24)
(('78', '168', '5'), 24)
(('168', '4', '240'), 24)
(('78', '3', '265'), 24)
(('197', '140', '4'), 24)
(('45', '45', '199'), 24)
(('6', '91', '196'), 23)
(('5', '197', '78'), 23)
(('3', '120', '3'), 23)
(('195', '54', '3'), 23)
(('6', '195', '201'), 23)
(('140', '4', '197'), 23)
(('33', '192', '125'), 23)
(('175', '54', '140'), 23)
(('4', '197', '140'), 23)
(('5', '6', '197'), 23)
(('195', '195', '42'), 23)
(('6', '142', '3'), 23)
(('6', '78', '265'), 23)
(('1', '252', '1'), 23)
(('33', '125', '125'), 23)
(('168', '240', '240'), 23)
(('168', '6', '4'), 23)
(('5', '3', '4'), 23)
(('91', '33', '5'), 23)
(('168', '240', '168'), 23)
(('3', '4', '5'), 23)
(('120', '7', '175'), 23)
(('125', '33', '33'), 23)
(('78', '78', '140'), 23)
(('175', '5', '4'), 23)
(('159', '120', '140'), 23)
(('180', '78', '78'), 23)
(('11', '45', '221'), 23)
(('5', '140', '140'), 22)
(('311', '78', '240'), 22)
(('240', '78', '180'), 22)
(('255', '255', '256'), 22)
(('255', '256', '265'), 22)
(('5', '197', '195'), 22)
(('102', '3', '78'), 22)
(('4', '331', '265'), 22)
(('6', '196', '195'), 22)
(('6', '114', '120'), 22)
(('91', '140', '3'), 22)
(('4', '3', '5'), 22)
(('63', '4', '63'), 22)
(('240', '168', '168'), 22)
(('175', '175', '140'), 22)
(('6', '168', '146'), 22)
(('174', '174', '6'), 22)
(('6', '114', '114'), 22)
(('195', '195', '33'), 22)
(('91', '174', '174'), 22)
(('125', '91', '174'), 22)
(('174', '195', '195'), 22)
(('197', '220', '195'), 22)
(('54', '175', '175'), 22)
(('195', '140', '3'), 22)
(('120', '3', '120'), 22)
(('3', '6', '192'), 22)
(('5', '221', '142'), 22)
(('45', '45', '78'), 22)
(('78', '4', '4'), 22)
(('196', '38', '6'), 22)
(('197', '5', '220'), 22)
(('221', '197', '3'), 22)
(('102', '102', '5'), 22)
(('4', '4', '91'), 22)
(('192', '4', '6'), 21)
(('168', '78', '168'), 21)
(('140', '120', '6'), 21)
(('142', '4', '174'), 21)
(('221', '143', '3'), 21)
(('155', '157', '266'), 21)
(('4', '102', '168'), 21)
(('220', '4', '5'), 21)
(('240', '102', '102'), 21)
(('54', '6', '5'), 21)
(('78', '102', '168'), 21)
(('122', '54', '45'), 21)
(('6', '45', '6'), 21)
(('140', '6', '45'), 21)
(('140', '42', '120'), 21)
(('78', '3', '175'), 21)
(('4', '265', '221'), 21)
(('54', '54', '6'), 21)
(('45', '33', '33'), 21)
(('5', '221', '78'), 21)
(('63', '6', '4'), 21)
(('54', '45', '45'), 21)
(('3', '175', '54'), 21)
(('3', '3', '196'), 21)
(('120', '6', '195'), 21)
(('6', '3', '120'), 21)
(('4', '63', '221'), 21)
(('27', '174', '6'), 21)
(('6', '6', '331'), 21)
(('5', '175', '195'), 21)
(('192', '140', '4'), 21)
(('195', '197', '6'), 21)
(('197', '3', '195'), 21)
(('12', '174', '174'), 21)
(('142', '142', '142'), 21)
(('66', '6', '6'), 21)
(('195', '195', '175'), 21)
(('6', '6', '45'), 21)
(('221', '78', '5'), 21)
(('91', '5', '192'), 21)
(('3', '19', '196'), 21)
(('221', '141', '141'), 20)
(('33', '4', '33'), 20)
(('221', '66', '6'), 20)
(('91', '45', '5'), 20)
(('4', '140', '3'), 20)
(('45', '45', '13'), 20)
(('221', '4', '168'), 20)
(('41', '41', '60'), 20)
(('195', '197', '3'), 20)
(('78', '78', '195'), 20)
(('6', '9', '195'), 20)
(('3', '3', '331'), 20)
(('3', '6', '196'), 20)
(('195', '42', '221'), 20)
(('78', '5', '6'), 20)
(('45', '195', '3'), 20)
(('3', '102', '240'), 20)
(('6', '195', '196'), 20)
(('197', '192', '195'), 20)
(('197', '220', '220'), 20)
(('6', '6', '114'), 20)
(('5', '54', '3'), 20)
(('45', '45', '168'), 20)
(('175', '120', '7'), 20)
(('221', '102', '102'), 20)
(('196', '3', '19'), 20)
(('38', '118', '6'), 20)
(('142', '142', '4'), 20)
(('118', '195', '38'), 20)
(('91', '91', '78'), 20)
(('3', '5', '54'), 20)
(('162', '162', '162'), 20)
(('91', '197', '197'), 20)
(('5', '6', '9'), 20)
(('97', '12', '174'), 20)
(('201', '195', '195'), 20)
(('201', '102', '168'), 20)
(('5', '5', '54'), 20)
(('4', '3', '120'), 20)
(('5', '4', '197'), 20)
(('125', '3', '6'), 20)
(('6', '91', '78'), 20)
(('102', '221', '102'), 20)
(('4', '120', '3'), 20)
(('91', '5', '195'), 20)
(('240', '78', '168'), 20)
(('6', '3', '4'), 20)
(('240', '4', '168'), 20)
(('45', '45', '174'), 20)
(('142', '195', '78'), 20)
(('5', '45', '3'), 20)
(('140', '4', '4'), 20)
(('6', '6', '221'), 20)
(('41', '60', '97'), 20)
(('9', '195', '10'), 20)
(('5', '195', '220'), 20)
(('4', '42', '120'), 20)
(('102', '4', '240'), 20)
(('197', '78', '5'), 20)
(('140', '140', '42'), 20)
(('91', '4', '6'), 20)
(('102', '7', '3'), 20)
(('174', '3', '195'), 20)
(('142', '3', '195'), 20)
(('140', '6', '140'), 20)
(('60', '97', '12'), 20)
(('85', '195', '196'), 19)
(('265', '265', '102'), 19)
(('174', '174', '45'), 19)
(('4', '142', '195'), 19)
(('195', '6', '125'), 19)
(('265', '331', '4'), 19)
(('191', '122', '54'), 19)
(('192', '195', '195'), 19)
(('168', '78', '195'), 19)
(('5', '54', '5'), 19)
(('6', '197', '192'), 19)
(('175', '307', '175'), 19)
(('42', '168', '168'), 19)
(('157', '266', '160'), 19)
(('118', '6', '38'), 19)
(('3', '6', '13'), 19)
(('174', '3', '78'), 19)
(('4', '102', '4'), 19)
(('120', '3', '7'), 19)
(('54', '175', '174'), 19)
(('45', '6', '195'), 19)
(('54', '54', '5'), 19)
(('3', '196', '3'), 19)
(('45', '64', '78'), 19)
(('19', '196', '3'), 19)
(('3', '168', '6'), 19)
(('196', '78', '195'), 19)
(('7', '119', '6'), 19)
(('6', '91', '174'), 19)
(('3', '192', '192'), 19)
(('195', '85', '78'), 19)
(('33', '6', '125'), 19)
(('120', '3', '114'), 19)
(('197', '6', '174'), 19)
(('6', '192', '125'), 19)
(('146', '3', '146'), 19)
(('255', '255', '265'), 19)
(('265', '265', '309'), 19)
(('6', '13', '195'), 19)
(('6', '114', '195'), 19)
(('266', '160', '159'), 19)
(('91', '78', '78'), 19)
(('91', '192', '91'), 19)
(('91', '240', '5'), 18)
(('78', '5', '221'), 18)
(('4', '195', '42'), 18)
(('3', '7', '308'), 18)
(('6', '54', '54'), 18)
(('265', '265', '33'), 18)
(('195', '201', '120'), 18)
(('3', '114', '120'), 18)
(('192', '6', '3'), 18)
(('42', '168', '3'), 18)
(('197', '5', '6'), 18)
(('6', '4', '63'), 18)
(('3', '102', '7'), 18)
(('192', '192', '3'), 18)
(('3', '331', '4'), 18)
(('120', '6', '42'), 18)
(('192', '91', '6'), 18)
(('195', '3', '197'), 18)
(('220', '5', '4'), 18)
(('45', '175', '195'), 18)
(('168', '54', '265'), 18)
(('6', '114', '5'), 18)
(('102', '240', '168'), 18)
(('3', '195', '42'), 18)
(('78', '5', '196'), 18)
(('221', '4', '63'), 18)
(('45', '5', '3'), 18)
(('114', '114', '42'), 18)
(('114', '120', '120'), 18)
(('175', '7', '7'), 18)
(('91', '196', '196'), 18)
(('91', '78', '180'), 18)
(('192', '5', '3'), 18)
(('180', '180', '192'), 18)
(('4', '7', '3'), 18)
(('221', '174', '11'), 18)
(('5', '140', '3'), 18)
(('240', '168', '42'), 18)
(('221', '221', '175'), 18)
(('265', '4', '78'), 18)
(('195', '195', '78'), 18)
(('175', '175', '307'), 18)
(('4', '118', '195'), 18)
(('221', '221', '195'), 18)
(('45', '140', '3'), 18)
(('6', '78', '4'), 18)
(('220', '195', '220'), 18)
(('119', '6', '175'), 18)
(('13', '142', '4'), 18)
(('3', '91', '3'), 18)
(('33', '6', '192'), 18)
(('3', '6', '168'), 18)
(('140', '33', '33'), 18)
(('4', '102', '102'), 18)
(('240', '240', '221'), 18)
(('4', '4', '240'), 18)
(('33', '196', '5'), 18)
(('160', '159', '159'), 18)
(('63', '6', '42'), 18)
(('195', '45', '45'), 18)
(('3', '91', '5'), 18)
(('91', '91', '192'), 18)
(('196', '85', '195'), 17)
(('174', '175', '11'), 17)
(('175', '11', '45'), 17)
(('33', '6', '5'), 17)
(('91', '6', '102'), 17)
(('221', '4', '4'), 17)
(('197', '160', '159'), 17)
(('3', '4', '120'), 17)
(('309', '265', '265'), 17)
(('91', '38', '118'), 17)
(('33', '197', '33'), 17)
(('114', '4', '4'), 17)
(('5', '192', '91'), 17)
(('168', '3', '240'), 17)
(('240', '195', '240'), 17)
(('221', '63', '63'), 17)
(('114', '114', '5'), 17)
(('33', '5', '221'), 17)
(('45', '174', '174'), 17)
(('3', '6', '142'), 17)
(('141', '6', '5'), 17)
(('195', '195', '240'), 17)
(('3', '6', '120'), 17)
(('192', '192', '5'), 17)
(('221', '4', '195'), 17)
(('4', '33', '33'), 17)
(('102', '4', '102'), 17)
(('120', '5', '120'), 17)
(('197', '3', '5'), 17)
(('197', '3', '4'), 17)
(('7', '3', '120'), 17)
(('265', '78', '3'), 17)
(('7', '120', '6'), 17)
(('4', '6', '5'), 17)
(('3', '195', '140'), 17)
(('240', '265', '168'), 17)
(('5', '3', '140'), 17)
(('146', '146', '3'), 17)
(('78', '265', '168'), 17)
(('5', '4', '6'), 17)
(('199', '201', '200'), 17)
(('5', '102', '102'), 17)
(('114', '195', '5'), 17)
(('221', '195', '5'), 17)
(('6', '7', '142'), 17)
(('201', '199', '202'), 17)
(('45', '78', '5'), 17)
(('6', '192', '91'), 17)
(('195', '38', '38'), 17)
(('195', '4', '63'), 17)
(('5', '195', '197'), 17)
(('5', '220', '6'), 17)
(('5', '45', '5'), 17)
(('4', '91', '91'), 17)
(('340', '340', '340'), 17)
(('240', '4', '78'), 17)
(('221', '197', '160'), 17)
(('192', '91', '5'), 17)
(('195', '196', '40'), 16)
(('3', '4', '33'), 16)
(('195', '5', '125'), 16)
(('3', '146', '3'), 16)
(('6', '45', '5'), 16)
(('192', '125', '5'), 16)
(('146', '45', '45'), 16)
(('3', '5', '33'), 16)
(('192', '33', '192'), 16)
(('197', '197', '140'), 16)
(('197', '78', '265'), 16)
(('120', '140', '3'), 16)
(('3', '102', '4'), 16)
(('168', '4', '102'), 16)
(('10', '221', '221'), 16)
(('240', '3', '78'), 16)
(('6', '3', '33'), 16)
(('140', '221', '197'), 16)
(('331', '4', '4'), 16)
(('5', '197', '221'), 16)
(('195', '10', '195'), 16)
(('5', '141', '195'), 16)
(('4', '6', '3'), 16)
(('221', '221', '3'), 16)
(('6', '195', '140'), 16)
(('6', '13', '78'), 16)
(('195', '33', '5'), 16)
(('4', '221', '27'), 16)
(('5', '192', '3'), 16)
(('6', '13', '85'), 16)
(('265', '240', '221'), 16)
(('221', '6', '6'), 16)
(('27', '221', '140'), 16)
(('6', '5', '118'), 16)
(('91', '197', '192'), 16)
(('240', '5', '3'), 16)
(('54', '195', '196'), 16)
(('42', '120', '114'), 16)
(('195', '201', '5'), 16)
(('174', '54', '54'), 16)
(('240', '6', '78'), 16)
(('91', '195', '197'), 16)
(('6', '91', '199'), 16)
(('221', '6', '45'), 16)
(('195', '220', '5'), 16)
(('195', '102', '168'), 16)
(('6', '78', '168'), 16)
(('4', '174', '3'), 16)
(('3', '3', '42'), 16)
(('54', '5', '5'), 16)
(('140', '140', '4'), 16)
(('6', '125', '6'), 16)
(('5', '192', '195'), 16)
(('4', '308', '3'), 16)
(('201', '5', '221'), 16)
(('5', '220', '197'), 16)
(('6', '168', '102'), 16)
(('6', '195', '45'), 16)
(('192', '33', '6'), 16)
(('265', '265', '19'), 16)
(('6', '195', '120'), 16)
(('91', '102', '168'), 16)
(('221', '142', '3'), 16)
(('3', '54', '3'), 16)
(('221', '6', '63'), 15)
(('102', '168', '7'), 15)
(('142', '3', '221'), 15)
(('102', '102', '240'), 15)
(('265', '4', '6'), 15)
(('45', '175', '3'), 15)
(('201', '54', '195'), 15)
(('195', '196', '5'), 15)
(('45', '6', '6'), 15)
(('195', '192', '195'), 15)
(('10', '221', '6'), 15)
(('197', '140', '197'), 15)
(('6', '78', '195'), 15)
(('220', '196', '196'), 15)
(('85', '195', '5'), 15)
(('220', '195', '5'), 15)
(('3', '125', '125'), 15)
(('45', '54', '140'), 15)
(('33', '33', '125'), 15)
(('252', '1', '252'), 15)
(('265', '6', '6'), 15)
(('91', '5', '140'), 15)
(('201', '200', '202'), 15)
(('220', '220', '4'), 15)
(('114', '120', '6'), 15)
(('3', '91', '6'), 15)
(('11', '33', '5'), 15)
(('240', '78', '33'), 15)
(('78', '33', '78'), 15)
(('78', '240', '33'), 15)
(('33', '4', '4'), 15)
(('102', '13', '13'), 15)
(('192', '5', '192'), 15)
(('33', '5', '125'), 15)
(('221', '5', '3'), 15)
(('197', '45', '45'), 15)
(('175', '221', '221'), 15)
(('33', '196', '196'), 15)
(('5', '54', '6'), 15)
(('63', '221', '4'), 15)
(('4', '168', '6'), 15)
(('195', '192', '3'), 15)
(('142', '3', '4'), 15)
(('197', '6', '3'), 15)
(('6', '6', '11'), 15)
(('195', '45', '195'), 15)
(('45', '192', '45'), 15)
(('199', '202', '200'), 15)
(('174', '174', '13'), 15)
(('91', '6', '3'), 15)
(('209', '211', '5'), 15)
(('6', '5', '45'), 15)
(('307', '175', '175'), 15)
(('3', '33', '195'), 15)
(('196', '196', '220'), 15)
(('5', '220', '4'), 15)
(('3', '3', '174'), 15)
(('125', '125', '5'), 15)
(('6', '7', '91'), 15)
(('195', '54', '140'), 15)
(('102', '102', '33'), 15)
(('4', '175', '54'), 15)
(('220', '6', '220'), 15)
(('3', '33', '196'), 15)
(('10', '195', '5'), 15)
(('5', '33', '3'), 15)
(('125', '3', '45'), 15)
(('13', '85', '195'), 15)
(('197', '5', '3'), 14)
(('6', '195', '192'), 14)
(('175', '5', '45'), 14)
(('6', '268', '5'), 14)
(('3', '3', '163'), 14)
(('201', '120', '114'), 14)
(('240', '240', '197'), 14)
(('4', '6', '13'), 14)
(('3', '4', '7'), 14)
(('174', '174', '42'), 14)
(('5', '125', '3'), 14)
(('196', '196', '5'), 14)
(('200', '202', '5'), 14)
(('6', '6', '125'), 14)
(('240', '240', '140'), 14)
(('6', '7', '42'), 14)
(('195', '201', '195'), 14)
(('4', '120', '114'), 14)
(('211', '5', '5'), 14)
(('4', '194', '118'), 14)
(('5', '3', '91'), 14)
(('4', '265', '331'), 14)
(('196', '195', '33'), 14)
(('33', '3', '192'), 14)
(('38', '38', '6'), 14)
(('220', '6', '63'), 14)
(('175', '6', '6'), 14)
(('196', '196', '78'), 14)
(('4', '4', '194'), 14)
(('4', '240', '4'), 14)
(('125', '45', '45'), 14)
(('192', '192', '33'), 14)
(('201', '102', '102'), 14)
(('192', '180', '180'), 14)
(('33', '33', '140'), 14)
(('168', '102', '240'), 14)
(('5', '4', '175'), 14)
(('141', '6', '33'), 14)
(('6', '91', '85'), 14)
(('33', '6', '3'), 14)
(('4', '220', '5'), 14)
(('54', '54', '195'), 14)
(('78', '102', '102'), 14)
(('4', '45', '45'), 14)
(('4', '4', '102'), 14)
(('221', '197', '174'), 14)
(('174', '3', '5'), 14)
(('4', '3', '7'), 14)
(('240', '4', '4'), 14)
(('125', '6', '6'), 14)
(('114', '120', '3'), 14)
(('91', '201', '54'), 14)
(('78', '5', '3'), 14)
(('140', '140', '197'), 14)
(('78', '78', '3'), 14)
(('4', '33', '5'), 14)
(('175', '5', '54'), 14)
(('33', '78', '4'), 14)
(('91', '6', '78'), 14)
(('3', '195', '45'), 14)
(('240', '33', '196'), 14)
(('207', '94', '6'), 14)
(('42', '160', '159'), 14)
(('196', '91', '6'), 14)
(('175', '175', '6'), 14)
(('45', '5', '45'), 14)
(('85', '196', '195'), 14)
(('194', '118', '6'), 14)
(('143', '3', '195'), 14)
(('45', '199', '201'), 14)
(('3', '180', '180'), 14)
(('174', '197', '192'), 14)
(('13', '78', '4'), 14)
(('114', '4', '3'), 14)
(('6', '6', '120'), 14)
(('195', '196', '85'), 14)
(('4', '146', '168'), 14)
(('5', '4', '220'), 14)
(('192', '192', '45'), 14)
(('292', '3', '265'), 14)
(('5', '4', '118'), 14)
(('5', '33', '6'), 14)
(('6', '220', '5'), 14)
(('120', '3', '175'), 14)
(('5', '5', '102'), 14)
(('91', '33', '195'), 14)
(('195', '197', '5'), 14)
(('195', '141', '6'), 14)
(('3', '78', '265'), 14)
(('140', '3', '4'), 14)
(('6', '4', '3'), 14)
(('78', '78', '180'), 14)
(('196', '19', '3'), 14)
(('308', '3', '7'), 14)
(('3', '125', '3'), 14)
(('168', '6', '168'), 14)
(('141', '195', '141'), 14)
(('221', '265', '240'), 14)
(('175', '195', '5'), 14)
(('91', '6', '268'), 14)
(('6', '4', '331'), 14)
(('195', '195', '11'), 13)
(('33', '4', '3'), 13)
(('78', '5', '207'), 13)
(('221', '221', '140'), 13)
(('45', '45', '254'), 13)
(('4', '4', '331'), 13)
(('10', '10', '10'), 13)
(('125', '91', '91'), 13)
(('5', '5', '141'), 13)
(('91', '199', '102'), 13)
(('6', '7', '174'), 13)
(('220', '197', '5'), 13)
(('54', '174', '174'), 13)
(('5', '221', '5'), 13)
(('265', '102', '255'), 13)
(('197', '54', '192'), 13)
(('195', '54', '195'), 13)
(('5', '120', '6'), 13)
(('64', '78', '45'), 13)
(('3', '240', '168'), 13)
(('91', '6', '10'), 13)
(('6', '120', '3'), 13)
(('221', '168', '4'), 13)
(('3', '192', '5'), 13)
(('33', '91', '33'), 13)
(('5', '195', '4'), 13)
(('19', '19', '196'), 13)
(('45', '254', '42'), 13)
(('174', '42', '42'), 13)
(('78', '78', '91'), 13)
(('125', '125', '268'), 13)
(('3', '197', '140'), 13)
(('6', '38', '4'), 13)
(('7', '175', '120'), 13)
(('6', '175', '5'), 13)
(('4', '6', '6'), 13)
(('19', '3', '196'), 13)
(('114', '120', '5'), 13)
(('6', '4', '6'), 13)
(('13', '33', '195'), 13)
(('45', '4', '6'), 13)
(('195', '195', '168'), 13)
(('254', '42', '221'), 13)
(('102', '102', '255'), 13)
(('6', '3', '114'), 13)
(('3', '265', '221'), 13)
(('175', '6', '175'), 13)
(('175', '5', '63'), 13)
(('195', '91', '78'), 13)
(('91', '195', '33'), 13)
(('3', '175', '3'), 13)
(('6', '192', '33'), 13)
(('265', '221', '240'), 13)
(('221', '255', '255'), 13)
(('45', '13', '33'), 13)
(('33', '199', '195'), 13)
(('19', '196', '19'), 13)
(('3', '265', '78'), 13)
(('240', '6', '6'), 13)
(('197', '197', '6'), 13)
(('4', '240', '168'), 13)
(('3', '33', '5'), 13)
(('91', '168', '146'), 13)
(('38', '5', '38'), 13)
(('197', '192', '45'), 13)
(('141', '195', '5'), 13)
(('78', '45', '45'), 13)
(('4', '6', '142'), 13)
(('197', '192', '91'), 13)
(('196', '78', '5'), 13)
(('256', '265', '102'), 13)
(('78', '195', '5'), 13)
(('5', '221', '195'), 13)
(('6', '197', '5'), 13)
(('140', '195', '5'), 13)
(('221', '240', '221'), 13)
(('140', '27', '174'), 13)
(('45', '4', '4'), 13)
(('3', '163', '3'), 13)
(('146', '45', '168'), 13)
(('6', '10', '221'), 13)
(('195', '11', '45'), 13)
(('240', '78', '219'), 13)
(('140', '45', '3'), 13)
(('3', '265', '102'), 13)
(('265', '102', '6'), 13)
(('140', '197', '140'), 13)
(('33', '195', '3'), 13)
(('6', '91', '10'), 13)
(('142', '6', '7'), 13)
(('140', '4', '148'), 13)
(('221', '221', '255'), 13)
(('91', '45', '195'), 13)
(('3', '255', '255'), 13)
(('4', '5', '54'), 13)
(('3', '175', '195'), 13)
(('183', '5', '221'), 13)
(('6', '7', '3'), 13)
(('6', '265', '265'), 13)
(('240', '6', '13'), 13)
(('3', '196', '19'), 13)
(('159', '120', '168'), 13)
(('4', '4', '192'), 12)
(('54', '140', '5'), 12)
(('4', '195', '5'), 12)
(('6', '91', '122'), 12)
(('11', '33', '192'), 12)
(('4', '4', '45'), 12)
(('94', '6', '6'), 12)
(('54', '197', '3'), 12)
(('168', '102', '13'), 12)
(('265', '4', '331'), 12)
(('195', '174', '197'), 12)
(('5', '6', '220'), 12)
(('6', '5', '125'), 12)
(('10', '4', '6'), 12)
(('7', '3', '195'), 12)
